Unix Timestamp (UTC),Degrees (°C)
1579046538087,23.400000
1579046539087,23.400000
1579046540087,23.371000
1579046541087,23.400000
1579046542087,23.400000
1579046543087,23.400000
1579046544087,23.400000
1579046545086,23.400000
1579046546086,23.400000
1579046547086,23.400000
1579046548086,23.400000
1579046549086,23.400000
1579046550086,23.400000
1579046551085,23.400000
1579046552085,23.400000
1579046553085,23.400000
1579046554085,23.400000
1579046555085,23.371000
1579046556085,23.400000
1579046557085,23.371000
1579046558084,23.400000
1579046559084,23.400000
1579046560084,23.400000
1579046561084,23.400000
1579046562084,23.400000
1579046563084,23.400000
1579046564083,23.400000
1579046565083,23.400000
1579046566083,23.400000
1579046567083,23.400000
1579046568083,23.400000
1579046569083,23.400000
1579046570083,23.400000
1579046571082,23.400000
1579046572082,23.400000
1579046573082,23.400000
1579046574082,23.400000
1579046575082,23.400000
1579046576082,23.400000
1579046577081,23.400000
1579046578081,23.400000
1579046579081,23.400000
1579046580081,23.400000
1579046581081,23.400000
1579046582081,23.400000
1579046583081,23.400000
1579046584080,23.400000
1579046585080,23.400000
1579046586080,23.400000
1579046587080,23.400000
1579046588080,23.400000
1579046589080,23.400000
1579046590079,23.400000
1579046591079,23.400000
1579046592079,23.400000
1579046593079,23.400000
1579046594079,23.400000
1579046595079,23.400000
1579046596079,23.400000
1579046597078,23.400000
1579046598078,23.400000
1579046599078,23.400000
1579046600078,23.400000
1579046601078,23.400000
1579046602078,23.400000
1579046603077,23.400000
1579046604077,23.400000
1579046605077,23.400000
1579046606077,23.400000
1579046607077,23.400000
1579046608077,23.400000
1579046609077,23.400000
1579046610076,23.400000
1579046611076,23.429000
1579046612076,23.400000
1579046613076,23.400000
1579046614076,23.400000
1579046615076,23.429000
1579046616075,23.400000
1579046617075,23.400000
1579046618075,23.429000
1579046619075,23.400000
1579046620075,23.400000
1579046621075,23.429000
1579046622075,23.400000
1579046623074,23.400000
1579046624074,23.400000
1579046625074,23.429000
1579046626074,23.429000
1579046627074,23.400000
1579046628074,23.400000
1579046629073,23.400000
1579046630073,23.400000
1579046631073,23.429000
1579046632073,23.400000
1579046633073,23.429000
1579046634073,23.400000
1579046635073,23.429000
1579046636073,23.429000
1579046637073,23.400000
1579046638073,23.400000
1579046639073,23.400000
1579046640073,23.429000
1579046641073,23.400000
1579046642073,23.429000
1579046643073,23.429000
1579046644073,23.400000
1579046645073,23.400000
1579046646073,23.429000
1579046647073,23.429000
1579046648073,23.429000
1579046649074,23.429000
1579046650074,23.400000
1579046651074,23.429000
1579046652074,23.400000
1579046653074,23.400000
1579046654074,23.400000
1579046655074,23.429000
1579046656074,23.400000
1579046657074,23.400000
1579046658074,23.400000
1579046659074,23.400000
1579046660074,23.400000
1579046661074,23.429000
1579046662075,23.400000
1579046663075,23.429000
1579046664075,23.400000
1579046665075,23.429000
1579046666075,23.400000
1579046667075,23.429000
1579046668075,23.429000
1579046669075,23.400000
1579046670075,23.429000
1579046671075,23.429000
1579046672075,23.429000
1579046673075,23.400000
1579046674075,23.429000
1579046675075,23.429000
1579046676076,23.400000
1579046677076,23.429000
1579046678076,23.429000
1579046679076,23.400000
1579046680076,23.429000
1579046681076,23.400000
1579046682076,23.429000
1579046683076,23.429000
1579046684076,23.429000
1579046685076,23.429000
1579046686076,23.429000
1579046687076,23.400000
1579046688076,23.429000
1579046689077,23.429000
1579046690077,23.429000
1579046691077,23.429000
1579046692077,23.400000
1579046693077,23.429000
1579046694077,23.429000
1579046695077,23.400000
1579046696077,23.429000
1579046697077,23.429000
1579046698077,23.429000
1579046699077,23.429000
1579046700077,23.429000
1579046701077,23.400000
1579046702077,23.429000
1579046703078,23.429000
1579046704078,23.429000
1579046705078,23.429000
1579046706078,23.400000
1579046707078,23.400000
1579046708078,23.429000
1579046709078,23.429000
1579046710078,23.429000
1579046711078,23.429000
1579046712078,23.429000
1579046713078,23.429000
1579046714078,23.429000
1579046715078,23.429000
1579046716079,23.429000
1579046717079,23.429000
1579046718079,23.429000
1579046719079,23.429000
1579046720079,23.429000
1579046721079,23.429000
1579046722079,23.429000
1579046723079,23.429000
1579046724079,23.429000
1579046725079,23.429000
1579046726079,23.429000
1579046727079,23.429000
1579046728079,23.429000
1579046729079,23.429000
1579046730080,23.429000
1579046731080,23.429000
1579046732080,23.429000
1579046733080,23.458000
1579046734080,23.429000
1579046735080,23.429000
1579046736080,23.429000
1579046737080,23.429000
1579046738080,23.429000
1579046739080,23.429000
1579046740080,23.429000
1579046741080,23.429000
1579046742080,23.400000
1579046743081,23.429000
1579046744081,23.400000
1579046745081,23.429000
1579046746081,23.429000
1579046747081,23.429000
1579046748081,23.429000
1579046749081,23.429000
1579046750081,23.429000
1579046751081,23.429000
1579046752081,23.429000
1579046753081,23.429000
1579046754081,23.429000
1579046755081,23.429000
1579046756081,23.429000
1579046757082,23.429000
1579046758082,23.429000
1579046759082,23.429000
1579046760082,23.429000
1579046761082,23.429000
1579046762082,23.429000
1579046763082,23.429000
1579046764082,23.429000
1579046765082,23.429000
1579046766082,23.429000
1579046767082,23.429000
1579046768082,23.429000
1579046769082,23.429000
1579046770083,23.429000
1579046771082,23.429000
1579046772082,23.429000
1579046773082,23.429000
1579046774082,23.429000
1579046775082,23.458000
1579046776082,23.429000
1579046777081,23.429000
1579046778081,23.429000
1579046779081,23.429000
1579046780081,23.429000
1579046781081,23.429000
1579046782081,23.429000
1579046783080,23.429000
1579046784080,23.458000
1579046785080,23.429000
1579046786080,23.429000
1579046787080,23.429000
1579046788080,23.429000
1579046789080,23.429000
1579046790079,23.429000
1579046791079,23.429000
1579046792079,23.429000
1579046793079,23.429000
1579046794079,23.429000
1579046795079,23.429000
1579046796078,23.458000
1579046797078,23.429000
1579046798078,23.429000
1579046799078,23.429000
1579046800078,23.429000
1579046801078,23.429000
1579046802078,23.429000
1579046803077,23.429000
1579046804077,23.429000
1579046805077,23.429000
1579046806077,23.429000
1579046807077,23.429000
1579046808077,23.429000
1579046809076,23.429000
1579046810076,23.429000
1579046811076,23.458000
1579046812076,23.429000
1579046813076,23.458000
1579046814076,23.458000
1579046815076,23.429000
1579046816075,23.429000
1579046817075,23.458000
1579046818075,23.429000
1579046819075,23.429000
1579046820075,23.458000
1579046821075,23.429000
1579046822074,23.429000
1579046823074,23.458000
1579046824074,23.429000
1579046825074,23.458000
1579046826074,23.458000
1579046827074,23.458000
1579046828073,23.429000
1579046829073,23.458000
1579046830073,23.429000
1579046831073,23.429000
1579046832073,23.458000
1579046833073,23.429000
1579046834073,23.458000
1579046835072,23.458000
1579046836072,23.458000
1579046837072,23.429000
1579046838072,23.458000
1579046839072,23.458000
1579046840072,23.458000
1579046841071,23.458000
1579046842071,23.458000
1579046843071,23.458000
1579046844071,23.458000
1579046845071,23.458000
1579046846071,23.458000
1579046847071,23.458000
1579046848070,23.487000
1579046849070,23.458000
1579046850070,23.487000
1579046851070,23.487000
1579046852070,23.487000
1579046853070,23.458000
1579046854069,23.458000
1579046855069,23.458000
1579046856069,23.458000
1579046857069,23.458000
1579046858069,23.429000
1579046859069,23.429000
1579046860069,23.429000
1579046861068,23.400000
1579046862068,23.400000
1579046863068,23.400000
1579046864068,23.400000
1579046865068,23.371000
1579046866068,23.371000
1579046867067,23.371000
1579046868067,23.400000
1579046869067,23.429000
1579046870067,23.429000
1579046871067,23.429000
1579046872067,23.400000
1579046873066,23.458000
1579046874066,23.429000
1579046875066,23.429000
1579046876066,23.429000
1579046877066,23.429000
1579046878066,23.429000
1579046879066,23.429000
1579046880065,23.429000
1579046881065,23.429000
1579046882065,23.429000
1579046883065,23.429000
1579046884065,23.429000
1579046885065,23.429000
1579046886064,23.400000
1579046887064,23.400000
1579046888064,23.429000
1579046889064,23.400000
1579046890064,23.400000
1579046891064,23.429000
1579046892064,23.400000
1579046893063,23.400000
1579046894063,23.429000
1579046895063,23.429000
1579046896063,23.429000
1579046897063,23.429000
1579046898063,23.429000
1579046899062,23.458000
1579046900062,23.458000
1579046901062,23.458000
1579046902062,23.487000
1579046903062,23.487000
1579046904062,23.517000
1579046905062,23.546000
1579046906062,23.575000
1579046907062,23.575000
1579046908062,23.517000
1579046909062,23.458000
1579046910062,23.458000
1579046911062,23.458000
1579046912062,23.429000
1579046913062,23.458000
1579046914062,23.429000
1579046915062,23.458000
1579046916063,23.429000
1579046917063,23.429000
1579046918063,23.429000
1579046919063,23.429000
1579046920063,23.458000
1579046921063,23.458000
1579046922063,23.429000
1579046923063,23.429000
1579046924063,23.458000
1579046925063,23.429000
1579046926064,23.429000
1579046927064,23.429000
1579046928064,23.458000
1579046929064,23.458000
1579046930064,23.429000
1579046931064,23.429000
1579046932064,23.429000
1579046933064,23.458000
1579046934064,23.429000
1579046935064,23.458000
1579046936064,23.429000
1579046937065,23.429000
1579046938065,23.429000
1579046939065,23.458000
1579046940065,23.429000
1579046941065,23.429000
1579046942065,23.429000
1579046943065,23.429000
1579046944065,23.429000
1579046945065,23.429000
1579046946065,23.429000
1579046947066,23.458000
1579046948066,23.429000
1579046949066,23.458000
1579046950066,23.429000
1579046951066,23.429000
1579046952066,23.458000
1579046953066,23.429000
1579046954066,23.458000
1579046955066,23.458000
1579046956066,23.429000
1579046957066,23.458000
1579046958067,23.458000
1579046959067,23.458000
1579046960067,23.429000
1579046961067,23.429000
1579046962067,23.429000
1579046963067,23.458000
1579046964067,23.458000
1579046965067,23.458000
1579046966067,23.458000
1579046967067,23.429000
1579046968068,23.429000
1579046969068,23.429000
1579046970068,23.458000
1579046971068,23.429000
1579046972068,23.429000
1579046973068,23.458000
1579046974068,23.458000
1579046975068,23.458000
1579046976068,23.458000
1579046977068,23.458000
1579046978069,23.429000
1579046979069,23.429000
1579046980069,23.458000
1579046981069,23.458000
1579046982069,23.429000
1579046983069,23.429000
1579046984069,23.458000
1579046985069,23.429000
1579046986069,23.458000
1579046987069,23.458000
1579046988069,23.429000
1579046989070,23.458000
1579046990070,23.429000
1579046991070,23.429000
1579046992070,23.458000
1579046993070,23.429000
1579046994070,23.458000
1579046995070,23.429000
1579046996070,23.429000
1579046997070,23.429000
1579046998070,23.429000
1579046999071,23.429000
1579047000071,23.429000
1579047001071,23.458000
1579047002071,23.429000
1579047003071,23.458000
1579047004071,23.458000
1579047005071,23.429000
1579047006071,23.458000
1579047007071,23.458000
1579047008071,23.458000
1579047009071,23.458000
1579047010072,23.458000
1579047011072,23.429000
1579047012072,23.458000
1579047013072,23.458000
1579047014072,23.429000
1579047015072,23.458000
1579047016072,23.458000
1579047017072,23.458000
1579047018072,23.429000
1579047019072,23.458000
1579047020073,23.458000
1579047021073,23.458000
1579047022073,23.458000
1579047023073,23.458000
1579047024073,23.458000
1579047025073,23.458000
1579047026073,23.429000
1579047027073,23.458000
1579047028073,23.458000
1579047029073,23.429000
1579047030074,23.458000
1579047031073,23.458000
1579047032073,23.458000
1579047033073,23.458000
1579047034073,23.429000
1579047035073,23.458000
1579047036073,23.458000
1579047037072,23.458000
1579047038072,23.458000
1579047039072,23.429000
1579047040072,23.458000
1579047041072,23.458000
1579047042072,23.458000
1579047043071,23.429000
1579047044071,23.458000
1579047045071,23.458000
1579047046071,23.458000
1579047047071,23.458000
1579047048071,23.429000
1579047049070,23.458000
1579047050070,23.458000
1579047051070,23.458000
1579047052070,23.458000
1579047053070,23.458000
1579047054070,23.458000
1579047055069,23.458000
1579047056069,23.458000
1579047057069,23.458000
1579047058069,23.458000
1579047059069,23.458000
1579047060069,23.429000
1579047061068,23.458000
1579047062068,23.458000
1579047063068,23.458000
1579047064068,23.429000
1579047065068,23.458000
1579047066068,23.458000
1579047067068,23.458000
1579047068067,23.429000
1579047069067,23.458000
1579047070067,23.429000
1579047071067,23.458000
1579047072067,23.458000
1579047073067,23.458000
1579047074066,23.458000
1579047075066,23.458000
1579047076066,23.458000
1579047077066,23.458000
1579047078066,23.429000
1579047079066,23.458000
1579047080065,23.458000
1579047081065,23.458000
1579047082065,23.458000
1579047083065,23.458000
1579047084065,23.429000
1579047085065,23.458000
1579047086064,23.458000
1579047087064,23.458000
1579047088064,23.458000
1579047089064,23.429000
1579047090064,23.458000
1579047091064,23.458000
1579047092063,23.429000
1579047093063,23.458000
1579047094063,23.458000
1579047095063,23.458000
1579047096063,23.458000
1579047097063,23.458000
1579047098063,23.458000
1579047099062,23.458000
1579047100062,23.458000
1579047101062,23.458000
1579047102062,23.429000
1579047103062,23.458000
1579047104062,23.458000
1579047105061,23.458000
1579047106061,23.429000
1579047107061,23.458000
1579047108061,23.458000
1579047109061,23.429000
1579047110061,23.458000
1579047111060,23.458000
1579047112060,23.429000
1579047113060,23.429000
1579047114060,23.458000
1579047115060,23.458000
1579047116060,23.458000
1579047117059,23.458000
1579047118059,23.458000
1579047119059,23.458000
1579047120059,23.458000
1579047121059,23.458000
1579047122059,23.458000
1579047123058,23.458000
1579047124058,23.458000
1579047125058,23.458000
1579047126058,23.458000
1579047127058,23.458000
1579047128058,23.458000
1579047129058,23.458000
1579047130057,23.458000
1579047131057,23.458000
1579047132057,23.458000
1579047133057,23.458000
1579047134057,23.458000
1579047135057,23.458000
1579047136056,23.458000
1579047137056,23.429000
1579047138056,23.458000
1579047139056,23.458000
1579047140056,23.458000
1579047141056,23.429000
1579047142055,23.458000
1579047143055,23.458000
1579047144055,23.429000
1579047145055,23.458000
1579047146055,23.458000
1579047147055,23.458000
1579047148054,23.458000
1579047149054,23.429000
1579047150054,23.458000
1579047151054,23.458000
1579047152054,23.458000
1579047153054,23.458000
1579047154053,23.458000
1579047155053,23.458000
1579047156053,23.458000
1579047157053,23.458000
1579047158053,23.458000
1579047159053,23.458000
1579047160053,23.458000
1579047161053,23.458000
1579047162053,23.458000
1579047163053,23.458000
1579047164053,23.458000
1579047165053,23.429000
1579047166053,23.458000
1579047167053,23.458000
1579047168053,23.458000
1579047169053,23.458000
1579047170053,23.458000
1579047171054,23.458000
1579047172054,23.458000
1579047173054,23.458000
1579047174054,23.458000
1579047175054,23.458000
1579047176054,23.458000
1579047177054,23.458000
1579047178054,23.458000
1579047179054,23.429000
1579047180054,23.458000
1579047181055,23.458000
1579047182055,23.458000
1579047183055,23.458000
1579047184055,23.429000
1579047185055,23.458000
1579047186055,23.458000
1579047187055,23.458000
1579047188055,23.429000
1579047189055,23.458000
1579047190055,23.458000
1579047191055,23.429000
1579047192056,23.458000
1579047193056,23.458000
1579047194056,23.429000
1579047195056,23.458000
1579047196056,23.458000
1579047197056,23.458000
1579047198056,23.458000
1579047199056,23.458000
1579047200056,23.458000
1579047201056,23.458000
1579047202057,23.458000
1579047203057,23.458000
1579047204057,23.458000
1579047205057,23.458000
1579047206057,23.458000
1579047207057,23.458000
1579047208057,23.458000
1579047209057,23.458000
1579047210057,23.429000
1579047211057,23.458000
1579047212057,23.458000
1579047213058,23.458000
1579047214058,23.458000
1579047215058,23.487000
1579047216058,23.458000
1579047217058,23.458000
1579047218058,23.458000
1579047219058,23.458000
1579047220058,23.458000
1579047221058,23.458000
1579047222058,23.458000
1579047223059,23.458000
1579047224059,23.458000
1579047225059,23.458000
1579047226059,23.429000
1579047227059,23.458000
1579047228059,23.458000
1579047229059,23.458000
1579047230059,23.458000
1579047231059,23.458000
1579047232059,23.458000
1579047233060,23.429000
1579047234060,23.458000
1579047235060,23.429000
1579047236060,23.458000
1579047237060,23.458000
1579047238060,23.458000
1579047239060,23.458000
1579047240060,23.458000
1579047241060,23.458000
1579047242060,23.429000
1579047243060,23.458000
1579047244061,23.458000
1579047245061,23.429000
1579047246061,23.458000
1579047247061,23.458000
1579047248061,23.458000
1579047249061,23.458000
1579047250061,23.458000
1579047251061,23.458000
1579047252061,23.458000
1579047253061,23.458000
1579047254062,23.458000
1579047255062,23.458000
1579047256062,23.458000
1579047257062,23.458000
1579047258062,23.458000
1579047259062,23.458000
1579047260062,23.458000
1579047261062,23.429000
1579047262062,23.458000
1579047263062,23.458000
1579047264062,23.458000
1579047265063,23.458000
1579047266063,23.458000
1579047267063,23.458000
1579047268063,23.458000
1579047269063,23.458000
1579047270063,23.458000
1579047271063,23.458000
1579047272063,23.458000
1579047273063,23.458000
1579047274063,23.458000
1579047275064,23.458000
1579047276064,23.458000
1579047277064,23.458000
1579047278064,23.458000
1579047279064,23.458000
1579047280064,23.458000
1579047281064,23.458000
1579047282064,23.429000
1579047283064,23.458000
1579047284064,23.458000
1579047285065,23.458000
1579047286065,23.458000
1579047287065,23.458000
1579047288065,23.458000
1579047289065,23.458000
1579047290065,23.458000
1579047291065,23.458000
1579047292065,23.458000
1579047293065,23.458000
1579047294065,23.458000
1579047295065,23.458000
1579047296065,23.458000
1579047297065,23.458000
1579047298065,23.458000
1579047299066,23.458000
1579047300066,23.458000
1579047301066,23.458000
1579047302066,23.458000
1579047303066,23.458000
1579047304066,23.458000
1579047305066,23.458000
1579047306066,23.429000
1579047307066,23.458000
1579047308066,23.458000
1579047309066,23.429000
1579047310066,23.458000
1579047311066,23.458000
1579047312067,23.458000
1579047313067,23.458000
1579047314067,23.458000
1579047315067,23.458000
1579047316067,23.458000
1579047317067,23.458000
1579047318067,23.458000
1579047319067,23.458000
1579047320067,23.458000
1579047321067,23.458000
1579047322067,23.458000
1579047323067,23.458000
1579047324067,23.429000
1579047325067,23.458000
1579047326068,23.458000
1579047327068,23.458000
1579047328068,23.458000
1579047329068,23.458000
1579047330068,23.458000
1579047331068,23.458000
1579047332068,23.458000
1579047333068,23.458000
1579047334068,23.458000
1579047335068,23.458000
1579047336068,23.458000
1579047337068,23.458000
1579047338068,23.458000
1579047339069,23.458000
1579047340069,23.458000
1579047341069,23.458000
1579047342069,23.429000
1579047343069,23.458000
1579047344069,23.458000
1579047345069,23.458000
1579047346069,23.458000
1579047347069,23.458000
1579047348069,23.458000
1579047349069,23.458000
1579047350069,23.458000
1579047351069,23.458000
1579047352069,23.458000
1579047353070,23.458000
1579047354070,23.429000
1579047355070,23.429000
1579047356070,23.458000
1579047357070,23.458000
1579047358070,23.458000
1579047359070,23.458000
1579047360070,23.458000
1579047361070,23.429000
1579047362070,23.458000
1579047363070,23.458000
1579047364070,23.458000
1579047365070,23.429000
1579047366071,23.458000
1579047367071,23.458000
1579047368071,23.458000
1579047369071,23.458000
1579047370071,23.458000
1579047371071,23.458000
1579047372071,23.458000
1579047373071,23.458000
1579047374071,23.458000
1579047375071,23.458000
1579047376071,23.458000
1579047377071,23.458000
1579047378071,23.458000
1579047379071,23.458000
1579047380072,23.458000
1579047381072,23.458000
1579047382072,23.458000
1579047383072,23.458000
1579047384072,23.458000
1579047385072,23.458000
1579047386072,23.458000
1579047387072,23.458000
1579047388072,23.458000
1579047389072,23.429000
1579047390072,23.458000
1579047391072,23.458000
1579047392072,23.458000
1579047393073,23.458000
1579047394073,23.458000
1579047395073,23.458000
1579047396073,23.458000
1579047397073,23.458000
1579047398073,23.458000
1579047399073,23.458000
1579047400073,23.458000
1579047401073,23.458000
1579047402073,23.458000
1579047403073,23.458000
1579047404073,23.458000
1579047405073,23.458000
1579047406073,23.429000
1579047407074,23.458000
1579047408074,23.429000
1579047409074,23.458000
1579047410074,23.429000
1579047411074,23.458000
1579047412074,23.458000
1579047413074,23.458000
1579047414074,23.458000
1579047415074,23.429000
1579047416074,23.458000
1579047417074,23.429000
1579047418074,23.458000
1579047419074,23.458000
1579047420075,23.458000
1579047421074,23.458000
1579047422074,23.458000
1579047423074,23.429000
1579047424074,23.458000
1579047425074,23.458000
1579047426074,23.458000
1579047427073,23.429000
1579047428073,23.458000
1579047429073,23.458000
1579047430073,23.458000
1579047431073,23.458000
1579047432073,23.429000
1579047433072,23.458000
1579047434072,23.458000
1579047435072,23.429000
1579047436072,23.458000
1579047437072,23.429000
1579047438072,23.429000
1579047439072,23.458000
1579047440071,23.458000
1579047441071,23.458000
1579047442071,23.458000
1579047443071,23.458000
1579047444071,23.458000
1579047445071,23.458000
1579047446070,23.458000
1579047447070,23.429000
1579047448070,23.458000
1579047449070,23.458000
1579047450070,23.458000
1579047451070,23.458000
1579047452070,23.458000
1579047453069,23.429000
1579047454069,23.458000
1579047455069,23.458000
1579047456069,23.458000
1579047457069,23.429000
1579047458069,23.458000
1579047459068,23.458000
1579047460068,23.458000
1579047461068,23.458000
1579047462068,23.429000
1579047463068,23.458000
1579047464068,23.458000
1579047465068,23.458000
1579047466067,23.429000
1579047467067,23.458000
1579047468067,23.458000
1579047469067,23.429000
1579047470067,23.458000
1579047471067,23.458000
1579047472066,23.458000
1579047473066,23.458000
1579047474066,23.458000
1579047475066,23.429000
1579047476066,23.458000
1579047477066,23.429000
1579047478065,23.458000
1579047479065,23.458000
1579047480065,23.458000
1579047481065,23.429000
1579047482065,23.429000
1579047483065,23.458000
1579047484065,23.458000
1579047485064,23.458000
1579047486064,23.458000
1579047487064,23.458000
1579047488064,23.458000
1579047489064,23.429000
1579047490064,23.429000
1579047491063,23.458000
1579047492063,23.429000
1579047493063,23.458000
1579047494063,23.458000
1579047495063,23.458000
1579047496063,23.458000
1579047497063,23.429000
1579047498062,23.429000
1579047499062,23.458000
1579047500062,23.429000
1579047501062,23.429000
